age,income,loan_amount,loan_term_months,credit_score,employment_years,num_prior_defaults,home_ownership,purpose,default
27,213943,416421,27,578,4,0,own,home_improvement,1
33,113016,843378,32,733,12,1,rent,auto,1
39,131078,679650,6,667,2,1,mortgage,personal,1
18,126257,506092,31,617,9,0,mortgage,business,1
40,282683,201520,38,663,8,1,rent,personal,0
57,192145,568062,29,641,0,1,mortgage,home_improvement,1
33,198571,803844,68,648,3,0,mortgage,auto,1
41,291634,629216,15,603,3,0,rent,auto,1
48,202955,550021,26,564,8,0,mortgage,personal,1
36,186610,260913,20,593,5,1,mortgage,personal,1
32,276454,760155,26,485,6,0,mortgage,personal,1
18,300184,50000,55,687,0,1,own,personal,0
44,202351,614854,63,521,15,2,mortgage,auto,1
37,229673,1271097,23,603,6,0,mortgage,auto,1
28,126185,50000,23,672,8,1,rent,auto,0
39,116718,427589,15,687,4,0,rent,personal,1
32,312298,497627,60,478,3,1,own,personal,1
33,273393,361225,56,613,14,1,rent,personal,1
44,274636,810912,34,657,0,1,rent,personal,1
25,253703,641735,11,624,7,0,rent,auto,1
48,225544,545690,12,728,1,1,mortgage,personal,1
24,303569,739182,39,554,4,0,mortgage,auto,1
31,332213,505025,46,456,3,3,rent,home_improvement,1
57,329347,1453959,6,685,2,0,rent,personal,1
49,207907,545404,30,577,6,0,rent,personal,1
39,386439,558585,65,479,0,0,rent,medical,1
29,247415,50000,32,607,5,0,own,auto,0
33,295885,336965,63,718,6,0,rent,personal,1
39,253851,844213,48,519,1,0,mortgage,business,1
38,249641,99363,16,807,12,0,rent,medical,0
37,131710,50000,31,553,4,0,rent,home_improvement,0
38,304162,509695,34,627,5,0,mortgage,home_improvement,1
36,561435,911223,19,522,4,0,rent,education,1
24,175025,512714,19,623,6,2,rent,medical,1
33,228519,399163,63,609,11,2,rent,auto,1
47,166455,50000,18,501,16,0,own,home_improvement,0
24,161438,635676,55,846,9,0,rent,education,1
36,405334,698383,28,580,10,0,mortgage,auto,1
30,139243,50000,36,580,13,0,own,personal,0
39,163110,840360,46,698,7,0,mortgage,education,1
34,29501,729709,25,765,12,1,own,education,1
53,129087,839695,46,710,9,0,mortgage,business,1
43,20000,675058,6,524,7,2,own,personal,1
25,295817,696105,44,637,7,2,own,business,1
45,555964,656216,6,469,0,1,own,personal,1
30,175999,760542,32,692,7,0,own,education,1
32,20000,50000,51,489,0,0,rent,auto,0
41,328000,50000,47,556,0,0,own,auto,0
33,132769,279198,13,620,7,0,rent,auto,1
47,375922,461054,15,656,2,0,own,personal,1
30,186157,616441,24,599,6,0,rent,personal,1
32,144182,597404,39,742,7,0,rent,business,1
31,198645,835132,6,678,7,0,rent,personal,1
32,310933,844549,36,672,2,1,rent,medical,1
49,192710,238284,42,522,10,0,rent,medical,1
44,160393,571573,31,756,6,0,rent,personal,1
55,196140,245651,45,556,8,1,own,home_improvement,1
61,67377,443526,40,759,1,0,rent,business,1
28,267644,596537,26,782,5,0,mortgage,business,1
39,20000,50000,6,661,10,2,mortgage,business,0
26,166705,1223373,38,703,10,0,rent,education,1
30,311126,669923,19,373,3,0,rent,home_improvement,1
32,256366,321289,26,604,4,0,rent,personal,1
27,290838,1078211,45,708,2,0,rent,personal,1
27,212195,395771,62,694,3,0,own,medical,1
37,360370,539756,35,522,0,2,own,auto,1
26,330964,353865,46,597,5,0,own,education,1
46,273537,995598,10,417,9,0,rent,auto,1
29,331305,468505,40,653,3,0,mortgage,auto,1
66,310051,544845,35,469,6,0,rent,home_improvement,1
33,167264,861135,58,710,5,0,mortgage,personal,1
39,58732,675542,26,715,10,0,mortgage,personal,1
25,270443,483696,32,582,4,0,rent,medical,1
55,285531,833117,55,662,4,0,mortgage,business,1
49,350857,1261545,34,603,3,1,mortgage,business,1
41,107641,595223,16,639,1,0,own,personal,1
25,111228,535028,82,528,8,0,rent,home_improvement,1
40,275188,551188,17,670,5,1,mortgage,education,1
27,211460,893129,35,489,6,0,rent,business,1
53,20000,320241,42,474,11,0,rent,personal,1
46,265013,416505,41,610,11,0,own,auto,1
39,20000,50000,33,603,0,0,rent,education,0
18,106569,144840,33,642,9,2,rent,education,1
28,382202,344660,32,568,7,1,mortgage,personal,1
45,438985,483219,16,771,4,0,rent,education,1
50,74121,1030725,75,633,7,0,own,medical,1
49,180473,660798,32,639,0,0,own,auto,1
22,225115,226376,47,636,12,0,rent,education,1
41,433747,281606,30,700,8,1,mortgage,auto,1
48,160856,912425,30,666,3,1,own,business,1
21,162774,837983,28,655,4,2,own,education,1
38,405847,508445,8,679,0,0,own,education,1
41,175025,367242,33,474,5,0,mortgage,home_improvement,1
35,306664,837480,29,477,4,0,mortgage,medical,1
19,42743,202002,57,614,1,1,rent,personal,1
35,199452,617609,14,604,9,0,rent,medical,1
35,20848,1181798,26,666,11,0,own,home_improvement,1
37,93348,561607,20,622,6,0,mortgage,personal,1
32,320704,267317,62,667,5,1,mortgage,education,1
34,214011,623111,20,520,8,0,rent,personal,1
38,181707,358997,46,619,6,0,mortgage,business,1
42,130150,81765,53,513,2,0,rent,medical,0
35,193521,710311,33,651,3,0,rent,home_improvement,1
34,256134,835350,11,470,5,0,own,medical,1
39,337950,406728,11,648,7,0,rent,personal,1
19,20000,386829,51,502,6,1,own,education,1
43,120189,211530,13,589,7,1,rent,home_improvement,1
38,239092,455019,43,692,0,1,mortgage,personal,1
38,208136,331289,38,638,9,0,mortgage,personal,1
48,268405,196690,43,488,6,0,rent,medical,1
18,252105,1067651,44,566,16,0,own,education,1
18,183416,639948,19,500,4,0,mortgage,personal,1
41,156778,671719,18,484,7,1,rent,personal,1
38,190540,765020,49,629,17,0,mortgage,auto,1
40,357849,731311,25,665,7,0,own,medical,1
33,132159,376067,6,655,6,0,rent,auto,1
45,212463,581766,48,668,2,0,mortgage,auto,1
47,242001,419291,17,619,12,0,rent,business,1
43,407242,631539,44,598,1,1,rent,personal,1
35,183963,602507,61,534,8,0,rent,medical,1
18,335057,385202,36,585,4,0,mortgage,auto,1
46,367838,101210,54,514,5,0,mortgage,auto,0
50,212349,543871,39,552,0,0,rent,education,1
44,194714,438719,65,627,11,1,rent,medical,1
29,180514,50000,17,611,5,2,rent,home_improvement,0
45,189301,652299,36,850,1,0,own,personal,1
47,322509,789603,48,512,11,0,rent,personal,1
54,247721,1258507,33,610,4,0,rent,auto,1
29,248235,382641,57,506,7,0,rent,education,1
36,84973,338386,28,589,9,0,own,personal,1
45,103901,167174,73,592,8,0,own,home_improvement,0
39,477214,562593,74,688,0,1,own,business,1
27,198661,560695,41,584,9,0,rent,auto,1
42,127027,256611,46,605,6,0,own,auto,1
44,391732,447521,57,586,5,0,own,personal,1
39,253817,50000,15,508,6,0,own,education,0
40,289379,777913,12,568,0,1,rent,education,1
35,203434,268796,59,589,7,0,rent,home_improvement,1
53,181759,489603,41,626,1,0,own,education,1
29,199650,71992,32,665,5,0,rent,personal,0
32,54071,325294,36,601,7,1,own,personal,1
38,209449,416123,6,600,10,0,rent,personal,1
47,255524,496613,33,482,3,0,rent,home_improvement,1
23,442056,643920,22,663,12,0,own,business,1
25,230320,931723,53,564,10,0,rent,business,1
18,20000,719813,54,680,4,0,rent,business,1
38,208722,788649,46,725,2,1,mortgage,personal,1
27,548740,933831,43,605,0,0,rent,medical,1
34,323964,670912,9,538,7,0,mortgage,medical,1
45,122693,488988,47,619,3,0,rent,personal,1
32,290933,802734,47,648,11,0,mortgage,auto,1
40,130958,821903,58,595,3,1,mortgage,medical,1
35,57543,694570,74,575,2,1,rent,home_improvement,1
45,178196,63612,6,665,7,0,own,personal,0
43,230983,247562,29,660,3,1,own,home_improvement,1
31,20000,417544,23,592,6,0,own,home_improvement,1
36,82101,733886,39,488,10,1,rent,home_improvement,1
48,221240,493596,36,657,6,1,mortgage,personal,1
42,171019,841061,32,559,6,0,mortgage,personal,1
24,267377,894571,54,637,7,0,mortgage,medical,1
45,74240,859751,16,632,0,1,mortgage,auto,1
27,305694,861662,17,469,8,0,mortgage,personal,1
52,77949,188902,18,626,7,1,mortgage,business,1
48,417128,644791,30,661,10,0,own,personal,1
41,20000,317741,14,671,8,1,mortgage,auto,1
40,88893,50000,35,629,5,0,own,home_improvement,0
36,270084,413759,33,462,10,0,rent,auto,1
45,419708,897421,22,722,5,0,own,home_improvement,1
34,257805,638223,52,653,7,0,rent,auto,1
40,287543,1105343,35,524,5,0,mortgage,auto,1
47,222104,553169,55,557,8,0,own,personal,1
32,96832,1234341,32,638,4,0,own,auto,1
32,161183,553256,36,674,13,0,rent,auto,1
26,74571,506744,26,581,14,0,own,business,1
27,66555,116183,36,686,9,0,rent,home_improvement,0
20,268210,833169,49,477,12,1,own,personal,1
45,85219,349362,29,537,0,0,own,personal,1
56,258346,305886,45,455,0,0,own,medical,1
52,63781,884369,21,548,5,0,rent,auto,1
22,255566,847467,50,741,6,1,own,auto,1
45,161358,839615,26,785,5,0,own,personal,1
52,388794,391343,51,639,0,1,mortgage,personal,1
33,258846,484707,37,569,11,0,mortgage,education,1
39,368294,482044,63,602,15,0,mortgage,personal,1
18,129322,734755,15,658,11,0,rent,medical,1
41,226737,966069,9,495,10,1,rent,auto,1
27,102270,610444,25,574,7,0,mortgage,auto,1
40,170367,1092467,11,735,3,1,mortgage,education,1
22,188547,769158,11,536,6,1,rent,personal,1
43,132897,429560,47,560,14,0,own,home_improvement,1
48,74140,748613,36,621,5,1,rent,medical,1
30,50378,1011782,27,643,4,0,rent,business,1
27,20000,1099487,29,570,10,1,mortgage,auto,1
18,93238,856067,25,626,11,0,mortgage,auto,1
35,295299,507702,66,669,3,1,mortgage,personal,1
32,28180,434992,23,777,5,0,rent,education,1
22,55825,672821,12,610,4,1,own,education,1
43,434908,1002192,50,617,6,2,mortgage,auto,1
34,143620,630131,32,742,10,0,own,personal,1
27,258526,636360,73,576,3,2,rent,personal,1
32,297078,515419,27,514,10,0,own,personal,1
49,299503,401633,51,640,6,0,rent,auto,1
44,37322,451360,55,706,15,2,own,education,1
37,192273,540628,27,649,7,0,mortgage,home_improvement,1
44,25813,1015430,23,612,6,1,rent,personal,1
26,513558,428086,49,504,8,0,rent,personal,1
38,28615,515784,46,615,5,0,own,auto,1
39,94259,240387,11,719,0,0,own,personal,1
33,95128,714989,16,521,5,0,rent,medical,1
42,40401,910004,6,600,5,0,rent,personal,1
30,382311,987349,47,589,0,0,mortgage,home_improvement,1
43,510694,561009,31,564,6,1,rent,business,1
44,162910,672306,33,640,0,0,own,auto,1
18,61549,453935,6,655,5,0,own,home_improvement,1
50,20000,658406,16,655,7,0,rent,education,1
18,190707,594190,27,542,6,0,own,home_improvement,1
32,182036,517479,24,488,4,0,own,personal,1
48,141844,541326,38,641,6,0,own,home_improvement,1
35,246565,635577,47,580,3,0,own,personal,1
23,267421,411754,77,767,6,1,rent,auto,1
27,258770,427251,36,771,6,1,rent,home_improvement,1
48,182065,1012209,56,779,2,1,own,auto,1
19,87805,1313164,21,545,7,0,own,personal,1
49,299900,138690,6,666,7,0,rent,personal,0
37,221502,122159,30,690,5,0,rent,personal,0
26,326603,212854,7,681,16,1,mortgage,auto,0
32,314809,469013,36,592,5,0,rent,auto,1
28,49389,768734,22,722,5,2,mortgage,education,1
47,47893,677376,6,620,4,0,own,business,1
45,129335,551609,67,630,2,1,rent,personal,1
21,93248,658681,26,497,9,2,own,business,1
34,310630,292374,7,672,3,0,rent,education,1
29,262157,426763,52,599,4,0,mortgage,medical,1
51,351902,493972,23,657,4,0,mortgage,medical,1
24,267578,50000,56,639,2,1,mortgage,home_improvement,0
54,245038,151607,23,634,0,0,own,personal,0
38,363968,163530,26,616,4,0,mortgage,education,0
26,276367,729232,42,683,9,0,own,home_improvement,1
31,228172,573606,47,604,7,0,mortgage,medical,1
30,397654,683318,50,504,12,0,rent,personal,1
25,233822,50000,34,666,9,0,mortgage,education,0
39,183479,54930,46,555,8,0,own,business,0
26,119461,698965,49,514,14,0,rent,personal,1
18,304363,50000,40,538,6,0,mortgage,education,0
34,368446,867389,33,643,6,0,own,business,1
20,213930,50000,10,612,6,1,mortgage,education,0
30,376950,753003,47,449,12,1,rent,personal,1
29,20000,233425,37,589,6,0,own,education,1
29,213346,814671,29,714,3,0,mortgage,education,1
58,215189,1462448,59,584,8,1,rent,auto,1
39,132761,50000,10,607,3,0,mortgage,medical,0
40,506063,708613,66,703,8,0,own,auto,1
20,212057,50000,36,684,8,0,rent,business,0
31,171072,628031,42,702,5,0,own,business,1
40,223115,437968,29,398,8,0,rent,business,1
28,20000,538935,6,759,0,1,mortgage,education,1
47,128816,226494,33,671,7,1,mortgage,personal,1
26,337989,734162,42,817,4,0,own,medical,1
35,144527,65493,48,557,17,0,own,personal,0
32,120535,872491,32,479,7,1,rent,education,1
40,377143,377225,6,621,4,0,rent,personal,1
32,380831,79193,8,598,0,1,mortgage,education,0
35,282039,978481,73,672,11,1,rent,medical,1
36,165386,479797,16,706,5,0,rent,auto,1
31,191263,1072291,62,613,3,0,rent,auto,1
43,123502,866407,19,601,7,0,own,personal,1
40,100627,260556,33,662,9,0,mortgage,auto,1
37,94670,474503,47,599,9,0,rent,auto,1
34,145833,536311,21,593,6,0,rent,business,1
46,95833,957891,65,703,7,0,rent,home_improvement,1
36,32355,631255,37,721,7,0,rent,home_improvement,1
35,246328,552888,44,707,7,0,rent,personal,1
39,248151,440036,31,607,8,0,mortgage,auto,1
55,424095,484833,48,449,10,0,own,auto,1
25,139799,891378,64,608,6,0,rent,medical,1
46,255532,501112,34,559,3,0,own,medical,1
19,257526,381501,67,610,5,0,mortgage,business,1
40,189539,330648,25,566,9,0,rent,auto,1
54,309320,333870,50,618,0,1,rent,education,1
43,313028,79371,45,537,0,0,mortgage,home_improvement,0
40,259289,274887,17,518,10,1,rent,personal,1
32,189323,949526,40,718,12,0,mortgage,business,1
38,177096,438020,36,542,1,0,mortgage,medical,1
35,55870,711324,21,620,6,0,mortgage,personal,1
30,123290,50000,42,696,4,0,rent,home_improvement,0
35,145359,670493,39,693,5,0,rent,business,1
40,85123,451594,35,684,7,0,mortgage,business,1
30,272791,355568,35,644,1,0,own,personal,1
30,363595,554288,34,678,2,0,rent,personal,1
24,111033,351252,29,730,5,0,own,medical,1
42,254013,50000,39,654,5,0,rent,personal,0
43,95907,776674,24,473,1,0,own,personal,1
40,183409,572905,84,578,9,0,mortgage,auto,1
48,137160,405817,11,676,4,0,own,personal,1
39,292227,210144,25,570,4,0,own,medical,0
42,138545,59043,27,750,7,0,mortgage,education,0
41,341399,567168,73,615,5,2,own,personal,1
37,190514,984032,12,627,9,0,rent,education,1
33,142048,560950,44,710,2,0,own,personal,1
60,69603,85172,40,605,0,1,rent,personal,1
